ad_id,area,area_sqm,building_type,category,city,currency,detail_url,district,floor,floor_numeric,image_count,listing_date,listing_date_raw,listing_type,location_full,ownership_document,price,price_per_sqm,price_text,property_type,rooms,rooms_numeric,scraped_at,seller_category,seller_type,short_description,source_page,title,total_floors,total_floors_numeric,transaction_type
166401,4200,4200.0,Ayrıca tikili,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/Anbar-4200kv-icareye-verilir-adv166401.html,Biləcəri,,,10,2025-09-24,24 sentyabr 2025,,Bakı♦Biləcəri,,18000,4.29,18 000 azn,commercial,,,2026-01-01T14:16:31.905767,agent,Vasitəçi(makler),Bileceri qesebesinde Asef Zeynalli kucesinde 4200kvadratli...,14,Anbar 4200kv icareye verilir,,,rent
166394,35,35.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/nizamide-35kv-esyali-ofis-icaresi-adv166394.html,metro Nizami,,,8,2025-09-23,23 sentyabr 2025,,Bakı♦metro Nizami,,700,20.0,700 azn,commercial,,,2026-01-01T14:16:31.906937,agent,Vasitəçi(makler),Yasamal rayonu Nizami metrosundan yuxarı Kaspian plaza və ...,14,Nizamide 35kv esyali ofis icaresi,,,rent
166342,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bineqedide-2-otaqli-heyet-evi-adv166342.html,Binəqədi,,,7,2025-09-22,22 sentyabr 2025,,Bakı♦Binəqədi,Yoxdur,42000,,42 000 azn,house,2 otaq,2,2026-01-01T14:16:31.908149,agent,Vasitəçi(makler),"Binəqədidə 170 N-li marşurutun axırında 0.5 sotda 2 otaq, ...",14,Binəqədidə 2 otaqlı həyət evi,,,other
166338,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bileceride-3-otaqli-heyet-evi-adv166338.html,Biləcəri,,,14,2025-09-22,22 sentyabr 2025,,Bakı♦Biləcəri,Yoxdur,30000,,30 000 azn,house,3 otaq,3,2026-01-01T14:16:31.909552,agent,Vasitəçi(makler),Biləcəri DYP Yolu 1.5 sotda 3 otaq s/q və mətbexi var. Ev ...,14,Biləcəridə 3 otaqlı həyət evi,,,other
166334,6,6.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/Bileceride-6-sot-Torpaq-satilir-adv166334.html,Biləcəri,,,10,2025-09-22,22 sentyabr 2025,,Bakı♦Biləcəri,Var,350000,58333.33,350 000 azn,land,,,2026-01-01T14:16:31.910978,agent,Vasitəçi(makler),Biləcəri qəs Avtovağzala yaxın 6 sotda 2 mertebe ( girishl...,14,Biləcəridə 6 sot Torpaq satılır,,,other
166331,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bileceride-3-otaqli-heyet-evi-adv166331.html,Biləcəri,,,14,2025-09-22,22 sentyabr 2025,,Bakı♦Biləcəri,Yoxdur,39000,,39 000 azn,house,3 otaq,3,2026-01-01T14:16:31.922597,agent,Vasitəçi(makler),"Təcili... Biləcəridə “Məmmədoğlu” servisin arxasında, 202 ...",14,Biləcəridə 3 otaqlı həyət evi,,,other
166325,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Merdekan-villa-satilir-adv166325.html,Mərdəkan,,,12,2025-09-22,22 sentyabr 2025,,Bakı♦Mərdəkan,Var,1500000,,1 500 000 azn,house,5 otaq +,5,2026-01-01T14:16:31.925871,agent,Vasitəçi(makler),"Xəzər rayonu , Mərdəkan qəsəbəsi , Qara Qarayev küçəsində ...",14,Mərdəkan villa satılır,,,other
166323,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Buzovna-Mastaga-yolunda-bag-evi-satilir-adv166323.html,Buzovna,,,13,2025-09-22,22 sentyabr 2025,,Bakı♦Buzovna,Yoxdur,178000,,178 000 azn,house,5 otaq +,5,2026-01-01T14:16:31.930853,agent,Vasitəçi(makler),"Buzovna-Maştağa yolu ,mərkəzi yolun yaxınlığında 3.5 sot t...",14,Buzovna-Maştağa yolunda bağ evi satılır,,,other
166314,150,150.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/nizami-metrosunun-cixisinda-4-otaq-150kv-ofis-icaresi-adv166314.html,metro Nizami,,,10,2025-09-20,20 sentyabr 2025,,Bakı♦metro Nizami,,1800,12.0,1 800 azn,commercial,,,2026-01-01T14:16:31.932239,agent,Vasitəçi(makler),Yasamal rayonu Nizami metrosundan 100 metr məsafədə obyekt...,14,Nizami metrosunun cixisinda 4 otaq 150kv ofis icaresi,,,rent
166312,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bileceride-Sexsi-tikili-3-otaqli-heyet-evi-adv166312.html,Biləcəri,,,14,2025-09-20,20 sentyabr 2025,,Bakı♦Biləcəri,Yoxdur,75000,,75 000 azn,house,3 otaq,3,2026-01-01T14:16:31.933773,agent,Vasitəçi(makler),Biləcəridə DSK yolunda Sosial binaların arxasında Şəxsi ti...,14,Biləcəridə Şəxsi tikili 3 otaqlı həyət evi,,,other
166291,40,40.0,,Köhnə tikili bina evləri,Abşeron r.,AZN,https://qarabazar.az/2-otaqli-menzil-Kohne-tikilide-adv166291.html,Xırdalan,5,5,7,2025-09-19,19 sentyabr 2025,Kiraye ev verirem,Abşeron r.♦Xırdalan,,130,3.25,130 azn,apartment,2 otaq,2,2026-01-01T14:16:31.937522,owner,ƏMLAK sahibi,Kiraye verilir Xirdalanin merkezinde bina evi.Ancaq tek is...,14,2 otaqli menzil Kohne tikilide,5,5,other
166278,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bineqedide-2-meretebe-5-otaqli-heyet-evi-satilir-adv166278.html,Binəqədi,,,10,2025-09-18,18 sentyabr 2025,,Bakı♦Binəqədi,Yoxdur,123000,,123 000 azn,house,5 otaq +,5,2026-01-01T14:16:31.938890,agent,Vasitəçi(makler),Binəqədidə Centralniyə yaxın şəxsi tikilmiş 3 sotda 2 Mərt...,14,Binəqədidə 2 mərətəbə 5 otaqlı həyət evi satılır,,,other
166275,1200,1200.0,Ayrıca tikili,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Fermer-teserrufati-satilir-adv166275.html,Bahar,,,10,2025-09-18,18 sentyabr 2025,,Bakı♦Bahar,,150000,125.0,150 000 azn,commercial,,,2026-01-01T14:16:31.940214,owner,ƏMLAK sahibi,"TƏCİLİ SAHIBINDEN FERMER TƏSƏRRÜFATI SATILIR ...
Deyerind...",14,Fermer təsərrüfatı satılır,,,sale
166272,35,35.0,Ayrıca tikili,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/Nerimanovda-plazada-ofislerin-icaresi-adv166272.html,metro Nərimanov,,,10,2025-09-18,18 sentyabr 2025,,Bakı♦metro Nərimanov,,650,18.57,650 azn,commercial,,,2026-01-01T14:16:31.941439,agent,Vasitəçi(makler),"Nərimanov rayonu, Nərimanov metrosu, Əhməd Rəcəbli küçəsi...",14,Nerimanovda plazada ofislerin icaresi,,,rent
166270,50,50.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/Ehmed-Receblide-ofislerin-icaresi-adv166270.html,metro Nərimanov,,,10,2025-09-18,18 sentyabr 2025,,Bakı♦metro Nərimanov,,750,15.0,750 azn,commercial,,,2026-01-01T14:16:31.942601,agent,Vasitəçi(makler),"Nərimanov rayonu, Nərimanov metrosu, Əhməd Rəcəbli küçəsi...",14,Əhməd Rəcəblidə ofislerin icaresi,,,rent
166264,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bineqedide-4-otaqli-heyet-evi-adv166264.html,Binəqədi,,,10,2025-09-17,17 sentyabr 2025,,Bakı♦Binəqədi,Yoxdur,75000,,75 000 azn,house,4 otaq,4,2026-01-01T14:16:31.943833,agent,Vasitəçi(makler),Təcili... Binəqədidə Gülüstan küçəsində Əsas Yola yaxın 2 ...,14,Binəqədidə 4 otaqlı həyət evi,,,other
166252,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bineqedide-4-otaqli-heyet-evi-adv166252.html,Binəqədi,,,11,2025-09-16,16 sentyabr 2025,,Bakı♦Binəqədi,Yoxdur,108000,,108 000 azn,house,4 otaq,4,2026-01-01T14:16:33.913928,agent,Vasitəçi(makler),"Binəqədidə Təcili satılır... 4 yola, daş bazarına və Nicat...",15,Binəqədidə 4 otaqlı həyət evi,,,other
166251,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bineqedide-3-otaqli-heyet-evi-adv166251.html,Binəqədi,,,14,2025-09-16,16 sentyabr 2025,,Bakı♦Binəqədi,Yoxdur,60000,,60 000 azn,house,3 otaq,3,2026-01-01T14:16:33.915334,agent,Vasitəçi(makler),"Binəqədidə 4 yola, daş bazarına və Nicat Marketə yaxın 2 s...",15,Binəqədidə 3 otaqlı həyət evi,,,other
166250,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Buzovna-Merdekan-yolunda-3-otaqli-heyet-evi-satilir-adv166250.html,Buzovna,,,10,2025-09-16,16 sentyabr 2025,,Bakı♦Buzovna,Yoxdur,62500,,62 500 azn,house,3 otaq,3,2026-01-01T14:16:33.916640,agent,Vasitəçi(makler),"Təcili Buzovna-Mərdəkan yolunda , mərkəzi yoldan 250 metr ...",15,Buzovna-Mərdəkan yolunda 3 otaqlı həyət evi satılır,,,other
166241,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bineqedide-2-otaqli-heyet-evi-adv166241.html,Binəqədi,,,13,2025-09-15,15 sentyabr 2025,,Bakı♦Binəqədi,Yoxdur,35000,,35 000 azn,house,2 otaq,2,2026-01-01T14:16:33.917962,agent,Vasitəçi(makler),"Binəqədidə 170 N-li Marşurutun yolunda 1 sotda 2 otaq, S/Q...",15,Binəqədidə 2 otaqlı həyət evi,,,other
166239,62,62.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/Hezi-Aslanov-Metro-2-otaga-duzelme-Menzil-adv166239.html,metro Həzi Aslanov,17,17,9,2025-09-15,15 sentyabr 2025,,Bakı♦metro Həzi Aslanov,Var,155000,2500.0,155 000 azn,apartment,2 otaq,2,2026-01-01T14:16:33.919250,agent,Vasitəçi(makler),Hezi Aslanov Metro 2 otağa düzelme Menzil Mebelle birge sa...,15,Hezi Aslanov Metro 2 otağa düzelme Menzil,19,19,other
166237,62,62.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/Bona-Dea-Hospital-yani-Yeni-Binada-2-otaq-adv166237.html,metro Qara Qarayev,12,12,8,2025-09-15,15 sentyabr 2025,,Bakı♦metro Qara Qarayev,Var,180000,2903.23,180 000 azn,apartment,2 otaq,2,2026-01-01T14:16:33.920737,agent,Vasitəçi(makler),Bona Dea Hospital yanı Yeni Binada 2 otağa duzelme Menzil ...,15,Bona Dea Hospital yanı Yeni Binada 2 otaq,16,16,other
166233,100,100.0,Ayrıca tikili,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/Babek-pr-de-anbar-icareye-verilir-adv166233.html,Keşlə,,,5,2025-09-14,14 sentyabr 2025,,Bakı♦Keşlə,,1000,10.0,1 000 azn,commercial,,,2026-01-01T14:16:33.922066,owner,ƏMLAK sahibi,Babək pr.de Az-qaz Azpetrolla üzbəüz 100 m2lik anbar icar...,15,Babək pr də anbar icareye verilir,,,rent
166213,3000,3000.0,Ayrıca tikili,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/Anbar-icare-adv166213.html,Binəqədi,,,3,2025-09-12,12 sentyabr 2025,,Bakı♦Binəqədi,,200,0.07,200 azn,commercial,,,2026-01-01T14:16:33.923126,owner,ƏMLAK sahibi,Binəqədi dsk yolunda anbarlar icarəyə verilir 35 kvadratda...,15,Anbar icarə,,,rent
166209,35,35.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/8mkrda-35kv-obyekt-icaresi-adv166209.html,8-ci mikrorayon,,,10,2025-09-12,12 sentyabr 2025,,Bakı♦8-ci mikrorayon,,600,17.14,600 azn,commercial,,,2026-01-01T14:16:33.924212,agent,Vasitəçi(makler),"Binəqədi rayonu, 8mkr, qoşa yanacaq doldurmanın yaxınlığı ...",15,8mkrda 35kv obyekt icaresi,,,rent
166206,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Mastaga-Buzovna-yolunda-bag-evi-satilir-adv166206.html,Buzovna,,,8,2025-09-12,12 sentyabr 2025,,Bakı♦Buzovna,Var,120000,,120 000 azn,house,5 otaq +,5,2026-01-01T14:16:33.925285,agent,Vasitəçi(makler),"Təcili!!!!Maştağa Buzovna yolunda, Vişnyovkaya çatmamış, �...",15,Maştağa Buzovna yolunda bağ evi satılır,,,other
166190,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Buzovnada-bag-evi-satilir-adv166190.html,Buzovna,,,12,2025-09-11,11 sentyabr 2025,,Bakı♦Buzovna,Var,230000,,230 000 azn,house,4 otaq,4,2026-01-01T14:16:33.926547,agent,Vasitəçi(makler),Buzovna qəsəbəsində körpünün yanındakı Araz marketin arxas...,15,Buzovnada bağ evi satılır,,,other
166180,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Buzovnada-bag-evi-satilir-adv166180.html,Buzovna,,,14,2025-09-11,11 sentyabr 2025,,Bakı♦Buzovna,Var,178000,,178 000 azn,house,4 otaq,4,2026-01-01T14:16:33.927739,agent,Vasitəçi(makler),"Xəzər rayonu , Buzovna qəsəbəsi 9 mərtəbəli binalarla uzb...",15,Buzovnada bağ evi satılır,,,other
166168,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Kredit-ile-Bileceride-3-otaqli-heyet-evi-adv166168.html,Biləcəri,,,7,2025-09-10,10 sentyabr 2025,,Bakı♦Biləcəri,Yoxdur,20000,,20 000 azn,house,3 otaq,3,2026-01-01T14:16:33.928938,agent,Vasitəçi(makler),"KREDİT: Biləcəridə DYP yolunda 1.5 sotda 3 otaq, S/Q və m�...",15,Kredit ilə Biləcəridə 3 otaqlı həyət evi,,,other
166167,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bileceride-Avtovagzala-yaxin-2-mertebe-4-otaq-adv166167.html,Biləcəri,,,14,2025-09-10,10 sentyabr 2025,,Bakı♦Biləcəri,Yoxdur,135000,,135 000 azn,house,4 otaq,4,2026-01-01T14:16:33.930164,agent,Vasitəçi(makler),"Biləcəridə Avtovağzala yaxın 1.5 sotda 2 mərtəbə 4 otaq, S...",15,Biləcəridə Avtovağzala yaxın 2 mərtəbə 4 otaq,,,other
166159,19,19.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Yeni-Yasamalda-19m-obyekt-satilir-adv166159.html,Yeni Yasamal,,,14,2025-09-10,10 sentyabr 2025,,Bakı♦Yeni Yasamal,,82000,4315.79,82 000 azn,commercial,,,2026-01-01T14:16:33.931392,owner,ƏMLAK sahibi,"TƏCİLİ SATILIR. PUL LAZIMDIR. Yasamal rayonu, Yeni Yasamal...",15,Yeni Yasamalda 19m² obyekt satılır,,,sale
166155,130,130.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-pub-kafe-satilir-130m-adv166155.html,metro Memar Əcəmi,,,10,2025-09-09,09 sentyabr 2025,,Bakı♦metro Memar Əcəmi,,565000,4346.15,565 000 azn,commercial,,,2026-01-01T14:16:33.932544,agent,Vasitəçi(makler),Nesimi rayonu Eldar Babayev kucesinde ela temirli pub sati...,15,Obyekt pub kafe satilir 130m²,,,sale
166154,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bileceride-3-otaqli-heyet-evi-adv166154.html,Biləcəri,,,11,2025-09-09,09 sentyabr 2025,,Bakı♦Biləcəri,Yoxdur,65000,,65 000 azn,house,3 otaq,3,2026-01-01T14:16:33.933690,agent,Vasitəçi(makler),"Biləcəridə 2 sotda 3 otaq, S/Q və mətbəxi var. Qaz, su, i�...",15,Biləcəridə 3 otaqlı həyət evi,,,other
166148,6,6.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/6-sot-torpaq-sahesi-satilir-Cobanzade-kucesinde-adv166148.html,metro Neftçilər,,,4,2025-09-09,09 sentyabr 2025,,Bakı♦metro Neftçilər,Var,390000,65000.0,390 000 azn,land,,,2026-01-01T14:16:33.935015,agent,Vasitəçi(makler),Nizami rayonu Cobanzade kucesinde 6 sot torpaq sahesi sati...,15,6 sot torpaq sahesi satilir Çobanzade kucesinde,,,other
166137,1060,1060.0,Ayrıca tikili,Kiraye / icare obyektler,Abşeron r.,AZN,https://qarabazar.az/1060kv-anbar-icareye-verilir-adv166137.html,Məhəmmədli,,,12,2025-09-08,08 sentyabr 2025,,Abşeron r.♦Məhəmmədli,,3500,3.3,3 500 azn,commercial,,,2026-01-01T14:16:33.936167,agent,Vasitəçi(makler),Absheron rayonu Mehemmedli qesebesinde umumi sahesi 1060ol...,15,1060kv anbar icareye verilir,,,rent
166136,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/3-mertebeli-300m-villa-satilir-Mastagada-adv166136.html,Maştağa,,,14,2025-09-08,08 sentyabr 2025,,Bakı♦Maştağa,Var,165000,,165 000 azn,house,5 otaq +,5,2026-01-01T14:16:33.937267,owner,ƏMLAK sahibi,"Maştağa Buzovna yolunda, Vişnyovkaya çatmamış, şəhərin mər...",15,3 mertebeli 300m² villa satılır Maştağada,,,other
166135,6,6.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/torpaq-satilir-6-sot-azadliq-pr-metrosu-yaxinliqina-adv166135.html,8-ci mikrorayon,,,5,2025-09-08,08 sentyabr 2025,,Bakı♦8-ci mikrorayon,Var,350000,58333.33,350 000 azn,land,,,2026-01-01T14:16:33.938547,agent,Vasitəçi(makler),"VASITECIYEM XIDMET HAQQI 1%TESKIL EDIR.
 Azadliq pr. metr...",15,Torpaq satilir 6 sot azadliq pr metrosu yaxinliqina,,,other
166132,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bileceride-Kupcali-2-mertebe-6-otaqli-adv166132.html,Biləcəri,,,14,2025-09-08,08 sentyabr 2025,,Bakı♦Biləcəri,Var,45000,,45 000 azn,house,5 otaq +,5,2026-01-01T14:16:33.939733,agent,Vasitəçi(makler),"KREDİT: Biləcəridə Kupçalı 2 sotda 2 mərtəbə 6 otaq, S/Q v...",15,Biləcəridə Kupçalı 2 mərtəbə 6 otaqlı,,,other
166127,1445,1445.0,Ayrıca tikili,Kiraye / icare obyektler,Abşeron r.,AZN,https://qarabazar.az/Anbar-1445kv-Mehemmedlide-adv166127.html,Məhəmmədli,,,6,2025-09-08,08 sentyabr 2025,,Abşeron r.♦Məhəmmədli,,8670,6.0,8 670 azn,commercial,,,2026-01-01T14:16:33.941017,agent,Vasitəçi(makler),Sabuncu rayonu Mehemmedli kendinde 1445 kv anbar icareye v...,15,Anbar 1445kv Mehemmedlide,,,rent
166125,1870,1870.0,Ayrıca tikili,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/Zabratda-1870kv-anbar-icareye-verilir-adv166125.html,Zabrat,,,4,2025-09-08,08 sentyabr 2025,,Bakı♦Zabrat,,11220,6.0,11 220 azn,commercial,,,2026-01-01T14:16:33.942135,agent,Vasitəçi(makler),Sabuncu rayonu Zabrat qesebesinde 1870kvadratliq anbar ica...,15,Zabratda 1870kv anbar icareye verilir,,,rent
166119,60,60.0,,Köhnə tikili bina evləri,Bakı,AZN,https://qarabazar.az/Aga-Nemetullada-3-otaqli-ev-kiraye-verilir-adv166119.html,metro Nərimanov,1,1,8,2025-09-08,08 sentyabr 2025,Kiraye ev verirem,Bakı♦metro Nərimanov,,750,12.5,750 azn,apartment,3 otaq,3,2026-01-01T14:16:33.943272,agent,Vasitəçi(makler),Nerimanov rayonu Aga Nemetulla kucesinde 4mertebeli binani...,15,Aga Nemetullada 3 otaqli ev kiraye verilir,3,3,other
166105,500,500.0,Ayrıca tikili,Kiraye / icare obyektler,Abşeron r.,AZN,https://qarabazar.az/14bokuslu-AVTO-SERVIZ-icareye-verilir-adv166105.html,Mehdiabad,,,8,2025-09-06,06 sentyabr 2025,,Abşeron r.♦Mehdiabad,,3500,7.0,3 500 azn,commercial,,,2026-01-01T14:16:33.944560,agent,Vasitəçi(makler),Mehdiabad qesebesinde 14bokuslu AVTO SERVIZ icareye verili...,15,14bokuslu AVTO SERVIZ icareye verilir,,,rent
166104,6,6.0,,Torpaq sahələri,Abşeron r.,AZN,https://qarabazar.az/6-sot-torpaq-satilir-Xirdalan-adv166104.html,Xırdalan,,,4,2025-09-06,06 sentyabr 2025,,Abşeron r.♦Xırdalan,Var,182000,30333.33,182 000 azn,land,,,2026-01-01T14:16:33.945692,owner,ƏMLAK sahibi,Xirdalan seheri Heyder Eliyev prospekti ile Resid Behbudov...,15,6 sot torpaq satilir Xırdalan,,,other
166100,1000,1000.0,Ayrıca tikili,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/1000kv-anbar-icareye-verilir-adv166100.html,Binəqədi,,,5,2025-09-06,06 sentyabr 2025,,Bakı♦Binəqədi,,6000,6.0,6 000 azn,commercial,,,2026-01-01T14:16:33.946874,agent,Vasitəçi(makler),Bineqedi rayonu Zengezur restoranin arxasinda 1000kv anbar...,15,1000kv anbar icareye verilir,,,rent
166094,4.5,4.5,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/Sulutepede-4-5sot-torpaq-sahesi-satilir-adv166094.html,Sulutəpə,,,7,2025-09-06,06 sentyabr 2025,,Bakı♦Sulutəpə,Yoxdur,20000,4444.44,20 000 azn,land,,,2026-01-01T14:16:33.948032,owner,ƏMLAK sahibi,"Sulutepede Ruslan Allahverdiyev küçesi, 313 nömreli mekteb...",15,Sulutepede 4.5sot torpaq sahesi satılır,,,other
166089,30,30.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/azadliqda-ofislerin-icaresi-adv166089.html,metro Azadlıq pr,,,10,2025-09-05,05 sentyabr 2025,,Bakı♦metro Azadlıq pr,,600,20.0,600 azn,commercial,,,2026-01-01T14:16:33.949215,agent,Vasitəçi(makler),Binəqədi rayonu  azadlıq metrosundan 10 dəqiqəlik piyada m...,15,Azadliqda ofislerin icaresi,,,rent
166085,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bileceride-4-otaqli-heyet-evi-adv166085.html,Biləcəri,,,14,2025-09-05,05 sentyabr 2025,,Bakı♦Biləcəri,Yoxdur,125000,,125 000 azn,house,4 otaq,4,2026-01-01T14:16:35.528329,agent,Vasitəçi(makler),"Nehrəm Marketin arxasında 2.5 sotda 4 otaq, S/Q və mətbəxi...",16,Biləcəridə 4 otaqlı həyət evi,,,other
166084,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bileceride-4-otaqli-heyet-evi-adv166084.html,Biləcəri,,,11,2025-09-05,05 sentyabr 2025,,Bakı♦Biləcəri,Yoxdur,75000,,75 000 azn,house,4 otaq,4,2026-01-01T14:16:35.529622,agent,Vasitəçi(makler),"Biləcəridə M. Aslanov küçəsində 2 sotda 4 otaq, S/Q və mət...",16,Biləcəridə 4 otaqlı həyət evi,,,other
166065,10000,10000.0,Ayrıca tikili,Kiraye / icare obyektler,Abşeron r.,AZN,https://qarabazar.az/Restoran-icareye-verilir-adv166065.html,Xırdalan,,,4,2025-09-04,04 sentyabr 2025,,Abşeron r.♦Xırdalan,,12000,1.2,12 000 azn,commercial,,,2026-01-01T14:16:35.530846,owner,ƏMLAK sahibi,Xais olunur diqqetle axra kimi oxuyun Obyektler icareye ve...,16,Restoran icareye verilir,,,rent
166059,96,96.0,,Yeni tikili (новостройки),Bakı,AZN,https://qarabazar.az/3-otaqli-menzil-yeni-tikilide-96-kv-adv166059.html,metro Həzi Aslanov,4,4,8,2025-09-04,04 sentyabr 2025,Kiraye ev verirem,Bakı♦metro Həzi Aslanov,,270,2.81,270 azn,apartment,3 otaq,3,2026-01-01T14:16:35.531919,owner,ƏMLAK sahibi,Hezi aslanov metrosunun yani 16 mertebeli binanin 4 cu mer...,16,3 otaqli menzil yeni tikilide 96 kv,16,16,other
166052,100,100.0,Ayrıca tikili,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/genclikde-100kv-obyekt-icaresi-ayri-tikili-adv166052.html,metro Gənclik,,,10,2025-09-03,03 sentyabr 2025,,Bakı♦metro Gənclik,,1200,12.0,1 200 azn,commercial,,,2026-01-01T14:16:35.533185,agent,Vasitəçi(makler),Nərimanov rayonu Gənclik metrosundan 10 dəqiqəlik piyada m...,16,Genclikde 100kv obyekt icaresi ayri tikili,,,rent
166051,105,105.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/28mayda-105kv-magaza-icaresi-adv166051.html,metro 28 May,,,8,2025-09-03,03 sentyabr 2025,,Bakı♦metro 28 May,,3000,28.57,3 000 azn,commercial,,,2026-01-01T14:16:35.534310,agent,Vasitəçi(makler),Nəsimi rayonu 28 may metrosu Dostluq kinoteatr Koala park...,16,28mayda 105kv magaza icaresi,,,rent
166035,10000,10000.0,Ayrıca tikili,Kiraye / icare obyektler,Abşeron r.,AZN,https://qarabazar.az/Obyekt-icareye-verilir-Xirdalan-adv166035.html,Xırdalan,,,5,2025-09-03,03 sentyabr 2025,,Abşeron r.♦Xırdalan,,12000,1.2,12 000 azn,commercial,,,2026-01-01T14:16:35.535500,owner,ƏMLAK sahibi,XİRDALAN Seheri Aaaf park yasayis kompleksinin icərisində ...,16,Obyekt icareye verilir Xırdalan,,,rent
166024,15,15.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/Bilgehde-torpaq-satilir-adv166024.html,Bilgəh,,,14,2025-09-02,02 sentyabr 2025,,Bakı♦Bilgəh,Yoxdur,125000,8333.33,125 000 azn,land,,,2026-01-01T14:16:35.536582,owner,ƏMLAK sahibi,"Bakı şəhəri. Sabuncu rayonu. Bilgəh qəsəbəsi.
   Zəfəran ...",16,Bilgəhdə torpaq satılır,,,other
166020,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bileceride-2-mertebe-5-otaqli-villa-adv166020.html,Biləcəri,,,14,2025-09-02,02 sentyabr 2025,,Bakı♦Biləcəri,Yoxdur,200000,,200 000 azn,house,5 otaq +,5,2026-01-01T14:16:35.537740,agent,Vasitəçi(makler),Biləcəridə Tam Mərkəzdə 301 saylı məktəbin yanında 2 sotda...,16,Biləcəridə 2 mərtəbə 5 otaqlı villa,,,other
166012,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Kredit-ile-Bileceride-3-otaqli-heyet-evi-adv166012.html,Biləcəri,,,10,2025-09-01,01 sentyabr 2025,,Bakı♦Biləcəri,Yoxdur,55000,,55 000 azn,house,3 otaq,3,2026-01-01T14:16:35.538988,agent,Vasitəçi(makler),"KREDİT: Biləcəridə 41-in yolunda 1.5 sotda 3 otaq, S/Q və ...",16,Kredit ilə Biləcəridə 3 otaqlı həyət evi,,,other
166008,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Buzovna-Mastaga-yolunda-heyet-evi-satilir-adv166008.html,Buzovna,,,,2025-09-01,01 sentyabr 2025,,Bakı♦Buzovna,Var,60000,,60 000 azn,house,3 otaq,3,2026-01-01T14:16:35.540261,agent,Vasitəçi(makler),Buzovna - Maştağa yolunda həyət evimiz satışa çıxarılıb...,16,Buzovna-Maştağa yolunda həyət evi satılır,,,other
